NYSE Stock Exchange
"Wednesday, August 20, 2014 5:32 PM"

Name,Symbol,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg
Embraer ADS,ERJ,39.65,39.90,39.44,39.60,0.11,0.28,"679,568",40.37,28.31,0.12,0.31,12.70,23.06
EMC,EMC,29.78,29.82,29.48,29.70,-0.19,-0.64,"11,430,811",30.13,23.15,0.46,1.55,23.89,18.09
EMCOR Group,EME,42.28,42.48,41.91,42.12,-0.31,-0.73,"308,753",48.00,36.26,0.32,0.76,18.39,-0.75
Emerge Energy Services,EMES,119.10,120.48,118.36,120.00,0.72,0.60,"158,887",123.89,26.34,4.68,3.90,42.55,170.70
Emergent Biosolutions,EBS,24.51,24.84,23.17,23.43,-0.01,-0.04,"278,655",28.48,17.14,...,...,63.32,1.91
Emerson Electric,EMR,63.94,64.58,63.89,64.48,0.55,0.86,"2,498,973",70.66,60.14,1.72,2.67,18.01,-8.12
Empire District Electric,EDE,25.50,25.68,25.35,25.68,0.15,0.59,"157,384",25.87,20.77,1.02,3.97,15.56,13.18
Empire State Realty OP Un Series 60,OGCP,16.16,16.16,16.16,16.16,-0.06,-0.37,"748",36.40,11.20,0.34,2.10,...,14.69
Empire State Realty OP Un Series 250,FISK,16.20,16.20,16.20,16.20,0.10,0.62,"1,132",29.00,11.70,0.34,2.10,...,10.20
Empire State Realty OP Un Series ES,ESBA,16.40,16.41,16.40,16.41,0.22,1.36,"2,955",84.50,12.05,0.34,2.07,...,16.62
Empire State Realty Trust,ESRT,16.40,16.69,16.32,16.62,0.18,1.09,"1,259,547",17.34,12.65,0.34,2.05,...,8.63
Employers Holdings,EIG,21.80,21.81,21.49,21.70,-0.15,-0.69,"48,666",32.90,18.89,0.24,1.11,6.96,-31.44
Empresa Distribuidora y Comercializadora Norte Cl B ADS,EDN,12.39,12.39,11.50,11.59,-0.86,-6.91,"178,113",17.50,2.01,...,...,...,129.05
Empresa Nacional de Electricidad ADS,EOC,45.37,45.87,45.03,45.75,0.18,0.39,"92,252",47.66,37.63,1.93,4.21,17.15,2.62
Empresas ICA ADS,ICA,7.54,7.70,7.54,7.59,0.06,0.80,"500,893",9.34,6.04,...,...,26.17,-10.18
Emulex,ELX,5.28,5.31,5.21,5.27,-0.06,-1.13,"567,466",8.33,4.51,...,...,...,-26.40
Enable Midstream Partners,ENBL,26.00,26.15,25.70,25.81,-0.19,-0.73,"148,130",27.46,21.00,...,...,...,16.26
Enbridge,ENB,49.74,50.36,49.65,50.33,0.56,1.13,"731,801",51.23,39.98,1.29,2.57,49.86,15.22
Enbridge Energy Management,EEQ,35.26,35.66,35.26,35.48,0.06,0.17,"93,017",35.66,25.29,...,...,758.12,30.50
Enbridge Energy Partners Cl A,EEP,35.58,35.87,35.46,35.71,0.25,0.71,"625,185",37.15,26.00,2.22,6.22,...,19.55
Encana,ECA,21.72,21.89,21.49,21.87,0.14,0.64,"2,184,936",24.83,16.96,0.28,1.28,45.28,21.16
Endeavour International,END,1.06,1.08,1.01,1.03,-0.02,-1.90,"898,367",7.50,0.96,...,...,...,-80.38
Endeavour Silver,EXK,5.69,5.71,5.57,5.62,-0.05,-0.88,"846,852",6.44,3.12,...,...,...,54.82
Endurance Specialty Holdings,ENH,56.56,57.20,56.42,56.91,0.23,0.41,"240,644",58.83,49.29,1.36,2.39,8.27,-3.00
Enduro Royalty Trust,NDRO,13.34,13.45,13.28,13.28,-0.06,-0.45,"128,797",15.92,11.34,0.45,3.42,8.93,9.84
Energen,EGN,76.61,76.75,75.40,76.05,-0.60,-0.78,"594,350",90.66,64.52,0.60,0.79,51.32,7.49
Energizer Holdings,ENR,119.07,119.96,118.61,119.85,0.66,0.55,"422,842",123.84,90.59,2.00,1.67,19.78,10.73
Energy Transfer Equity,ETE,57.49,58.55,57.16,57.35,-0.09,-0.16,"791,784",60.58,30.75,1.52,2.65,102.41,40.32
Energy Transfer Partners,ETP,57.15,57.23,56.92,57.18,0.06,0.11,"2,300,675",59.29,50.00,3.82,6.68,174.06,-0.12
Enerplus,ERF,22.10,22.11,21.68,21.91,-0.17,-0.77,"351,293",25.37,15.53,1.01,4.59,41.34,20.52
Enersis ADS,ENI,16.77,16.93,16.64,16.87,0.11,0.66,"730,170",17.66,13.07,0.95,5.63,16.69,12.54
EnerSys,ENS,63.29,63.65,62.81,63.48,-0.12,-0.19,"440,979",74.17,51.15,0.70,1.10,18.89,-9.43
Engility Holdings,EGL,35.30,35.58,34.77,35.39,-0.05,-0.14,"80,706",46.25,27.87,...,...,14.16,5.96
ENI ADS,E,48.78,49.05,48.58,48.99,-0.04,-0.08,"133,553",55.70,43.79,2.99,6.11,12.49,1.03
EnLink Midstream,ENLC,41.17,41.26,40.89,40.99,-0.30,-0.73,"156,858",42.52,33.31,0.88,2.15,...,11.99
EnLink Midstream Partners,ENLK,29.68,30.29,29.45,30.13,0.45,1.52,"356,989",35.54,18.31,1.46,4.85,...,9.17
Ennis,EBF,14.32,14.70,14.29,14.60,0.14,0.97,"79,801",19.59,13.54,0.70,4.79,29.20,-17.51
EnPro Industries,NPO,66.49,66.96,66.39,66.49,-0.19,-0.28,"172,901",80.00,53.39,...,...,70.73,15.33
ENSCO,ESV,49.27,50.65,49.11,50.49,1.14,2.31,"3,619,144",62.25,47.85,3.00,5.94,...,-11.70
Entercom Communications Cl A,ETM,9.45,9.53,9.34,9.45,-0.03,-0.32,"38,818",11.47,7.68,...,...,13.70,-10.09
Entergy,ETR,74.11,75.18,73.64,75.11,1.15,1.55,"2,153,513",82.48,60.22,3.32,4.42,13.73,18.71
Enterprise Products Partners,EPD,77.50,79.13,77.44,78.77,0.99,1.27,"1,496,460",79.70,57.65,2.88,3.66,26.26,18.81
Entravision Communications,EVC,4.75,4.76,4.65,4.72,-0.06,-1.26,"393,004",7.36,4.14,0.10,2.12,2.90,-22.50
Envestnet,ENV,45.77,45.96,45.00,45.14,-0.79,-1.72,"110,805",50.38,25.68,...,...,173.62,12.01
Envision Healthcare Holdings,EVHC,35.94,36.07,35.65,36.00,-0.16,-0.44,"374,422",38.02,25.09,...,...,300.00,1.35
Enzo Biochem,ENZ,5.40,5.50,5.36,5.46,0.04,0.74,"190,712",5.53,2.24,...,...,...,86.99
EOG Resources,EOG,107.09,107.45,106.10,107.28,0.25,0.23,"2,143,056",118.89,75.69,0.67,0.62,24.13,27.84
EPAM Systems,EPAM,39.92,40.15,39.38,39.97,-0.04,-0.10,"232,556",46.70,29.44,...,...,27.76,14.40
EP Energy,EPE,18.96,18.96,18.52,18.86,0.03,0.16,"572,720",23.23,16.75,...,...,35.31,4.31
EPR Properties,EPR,56.34,56.96,55.93,56.90,0.63,1.12,"246,006",60.80,47.39,3.42,6.01,17.73,15.74
EQT,EQT,94.49,95.12,93.85,94.90,0.05,0.05,"533,983",111.47,80.72,0.12,0.13,28.52,5.70
EQT Midstream Partners LP,EQM,92.73,93.50,91.64,93.24,0.51,0.55,"115,149",102.51,44.69,2.08,2.23,31.22,58.60
Equifax,EFX,78.14,78.74,77.88,78.57,0.59,0.76,"514,157",78.74,58.75,1.00,1.27,28.36,13.72
Equity Commonwealth,EQC,27.24,27.39,27.00,27.30,0.14,0.52,"468,662",28.28,21.59,...,...,...,17.12
Equity Commonwealth 7.5% Sr. Notes 2019,EQCN,20.39,20.39,20.35,20.38,0.07,0.34,"6,559",21.30,20.09,...,...,...,-2.86
Equity Commonwealth 5.75% Sr. Notes Due 2042,EQCO,22.64,22.90,22.41,22.71,-0.04,-0.15,"22,424",23.40,18.15,...,...,...,19.53
Equity Lifestyle Properties,ELS,45.25,45.34,44.94,45.23,0.03,0.07,"315,694",45.47,33.36,1.30,2.87,48.51,24.84
Equity One,EQY,23.67,23.82,23.55,23.73,-0.04,-0.17,"359,660",24.99,20.71,0.88,3.71,70.48,5.75
Equity Residential,EQR,66.80,67.31,66.30,67.09,0.28,0.42,"1,064,480",67.31,50.08,2.00,2.98,112.68,29.34
Era Group,ERA,26.51,26.51,25.96,26.05,-0.47,-1.77,"80,764",34.64,24.20,...,...,31.39,-15.59
Eros International,EROS,15.73,16.14,15.72,16.01,0.28,1.78,"454,428",16.98,8.60,...,...,...,44.10
ESCO Technologies,ESE,34.47,34.83,34.36,34.73,0.21,0.61,"61,632",37.39,30.49,0.32,0.92,...,1.37
Essent Group,ESNT,20.62,20.66,20.35,20.62,-0.05,-0.24,"98,247",26.45,17.26,...,...,21.52,-14.30
Essex Property Trust,ESS,192.23,193.80,190.77,193.33,1.09,0.57,"273,138",193.92,137.53,5.20,2.69,61.11,34.72
Estee Lauder,EL,76.28,76.99,76.25,76.58,-0.06,-0.08,"1,248,778",77.34,63.63,0.80,1.04,24.62,1.67
Esterline Technologies,ESL,115.21,116.58,114.57,116.33,1.00,0.87,"132,830",122.52,74.81,...,...,21.42,14.09
Ethan Allen Interiors,ETH,25.15,25.32,24.70,25.05,-0.23,-0.91,"304,394",31.52,22.05,0.48,1.92,16.93,-17.65
EverBank Financial,EVER,18.76,18.87,18.58,18.67,-0.16,-0.85,"207,582",20.61,13.95,0.16,0.86,21.22,1.80
Evercore Partners Cl A,EVR,51.50,51.50,49.89,50.02,-1.38,-2.68,"693,268",63.66,43.08,1.00,2.00,26.05,-16.33
Everest Re Group,RE,162.19,163.26,161.68,162.78,0.19,0.12,"174,509",165.65,134.10,3.00,1.84,6.50,4.43
Evertec,EVTC,22.82,22.92,22.65,22.84,-0.06,-0.26,"98,299",26.33,20.64,0.40,1.75,25.66,-7.38
Everyday Health,EVDY,15.97,16.06,15.65,15.70,-0.36,-2.24,"31,459",19.89,11.84,...,...,...,16.30
Evogene,EVGN,12.45,13.00,12.39,13.00,-0.01,-0.08,"27,029",20.39,12.39,...,...,...,-33.84
E.W. Scripps Cl A,SSP,19.20,19.58,19.13,19.42,0.11,0.57,"331,852",22.66,13.74,...,...,...,-10.59
ExamWorks Group,EXAM,33.71,33.71,33.00,33.22,-0.60,-1.77,"153,831",38.61,22.22,...,...,...,11.22
Exar,EXAR,9.40,9.49,9.30,9.46,0.02,0.21,"113,038",13.74,8.72,...,...,...,-19.76
Excel Trust,EXL,13.08,13.08,12.83,13.01,-0.14,-1.06,"397,945",13.94,10.96,0.70,5.38,...,14.22
EXCO Resources,XCO,4.48,4.50,4.44,4.48,...,...,"1,074,642",7.71,4.31,0.20,4.46,...,-15.63
Exelis Inc.,XLS,17.58,17.66,17.24,17.43,-0.18,-1.02,"1,678,519",21.44,14.31,0.41,2.37,12.19,-8.55
Exelon,EXC,31.98,32.02,31.85,31.99,0.03,0.09,"2,479,240",37.73,26.45,1.24,3.88,14.89,16.79
Exelon Conv. Un,EXCU,49.96,50.17,49.72,49.95,-0.05,-0.10,"184,713",56.55,48.37,...,...,...,-4.58
Express,EXPR,14.39,15.08,14.39,15.00,0.56,3.88,"1,456,297",25.05,11.80,...,...,14.15,-19.66
Extended Stay America / ESH Hospitality,STAY,23.30,23.53,23.07,23.49,0.09,0.38,"423,445",26.83,20.62,0.60,2.55,49.98,-10.55
Exterran Holdings,EXH,42.01,42.88,41.70,42.69,0.58,1.38,"1,005,832",45.90,26.50,0.60,1.41,26.03,24.82
Extra Space Storage,EXR,54.43,54.87,54.02,54.59,0.16,0.29,"623,855",54.87,39.98,1.88,3.44,33.70,29.58
Exxon Mobil,XOM,99.55,99.90,99.04,99.70,0.21,0.21,"6,714,060",104.76,84.79,2.76,2.77,12.70,-1.48
Fabrinet,FN,14.78,15.05,14.75,14.91,0.10,0.68,"250,054",22.67,13.57,...,...,5.38,-27.48
FactSet Research Systems,FDS,125.92,126.84,125.75,126.55,0.52,0.41,"246,137",126.84,101.07,1.56,1.23,26.15,16.55
Fair Isaac,FICO,55.93,56.05,54.83,55.66,-0.40,-0.71,"376,398",65.62,48.58,0.08,0.14,22.28,-11.43
Family Dollar Stores,FDO,79.54,79.94,79.50,79.81,0.11,0.14,"2,128,186",80.10,55.64,1.24,1.55,25.91,22.84
FBL Financial Group,FFG,45.70,45.94,45.09,45.12,-0.67,-1.46,"21,862",47.27,36.22,1.40,3.10,10.73,0.74
FCB Financial Holdings Cl A,FCB,21.98,22.10,21.86,22.00,0.03,0.14,"58,870",22.10,19.73,...,...,...,5.06
Federal Agricultural Mortgage Cl C,AGM,33.55,33.55,32.91,32.91,-0.73,-2.17,"14,542",36.77,28.00,0.56,1.70,7.35,-3.91
Federal Realty Investment Trust,FRT,124.98,125.95,124.20,125.80,0.68,0.54,"249,678",125.95,95.84,3.48,2.77,56.48,24.05
Federal Signal,FSS,15.03,15.11,14.76,14.90,-0.25,-1.65,"234,758",16.05,11.04,0.12,0.81,13.80,1.71
Federated Investors,FII,29.72,30.18,29.63,30.14,0.43,1.45,"344,271",31.48,25.50,1.00,3.32,20.93,4.65
FedEx,FDX,150.16,150.96,149.99,150.63,0.63,0.42,"1,472,198",155.31,106.38,0.80,0.53,21.99,4.77
Felcor Lodging Trust,FCH,10.54,10.64,10.44,10.52,-0.09,-0.85,"687,427",10.92,5.49,0.08,0.76,...,28.92
Ferrellgas Partners,FGP,27.99,28.17,27.90,28.01,0.07,0.25,"195,952",28.25,21.24,2.00,7.14,45.18,22.05
Ferro Corp.,FOE,13.75,13.75,13.49,13.50,-0.30,-2.17,"321,960",14.97,7.21,...,...,11.64,5.22
Fibria Celulose ADS,FBR,10.35,10.53,10.18,10.31,0.02,0.19,"826,912",13.34,9.14,...,...,24.55,-11.73
Fidelity&Guaranty Life,FGL,21.64,21.99,21.52,21.77,0.11,0.51,"193,446",24.52,18.12,0.26,1.19,5.16,14.94
Fidelity National Financial,FNF,28.00,28.23,28.00,28.12,0.03,0.11,"827,176",34.78,23.64,...,...,26.28,-13.34
Fidelity National Financial Tracking Stock,FNFV,15.85,15.95,15.60,15.73,-0.29,-1.81,"826,441",17.50,14.92,...,...,...,-4.38
Fidelity National Information Services,FIS,56.94,57.22,56.76,57.19,0.28,0.49,"1,282,023",57.31,44.06,0.96,1.68,28.31,6.54
First Acceptance,FAC,2.51,2.51,2.46,2.50,-0.01,-0.40,"9,338",2.95,1.45,...,...,13.36,10.13
First American Financial,FAF,28.34,28.36,28.06,28.08,-0.40,-1.40,"537,747",28.92,20.85,0.96,3.42,15.95,-0.43
First BanCorp (Puerto Rico),FBP,5.06,5.11,5.01,5.08,-0.01,-0.20,"292,105",6.87,4.36,...,...,14.94,-17.93
First Commonwealth Financial (Pennsylvania),FCF,8.70,8.73,8.64,8.69,-0.05,-0.57,"228,418",9.51,7.21,0.28,3.22,16.73,-1.47
FirstEnergy,FE,33.22,33.35,33.03,33.34,0.14,0.42,"1,379,213",38.92,29.98,1.44,4.32,25.21,1.09
First Horizon National,FHN,11.66,11.79,11.63,11.73,0.04,0.34,"1,012,561",12.74,10.60,0.20,1.71,41.89,0.69
First Industrial Realty Trust,FR,18.39,18.54,18.27,18.47,-0.02,-0.11,"473,226",19.67,14.79,0.41,2.22,344.59,5.85
First Majestic Silver,AG,9.83,10.00,9.79,9.88,0.06,0.61,"543,295",16.46,8.19,...,...,...,0.82
First Marblehead,FMD,4.93,4.93,4.79,4.79,-0.03,-0.62,"9,236",10.50,4.00,...,...,...,-35.18
First Potomac Realty Trust,FPO,13.11,13.23,13.04,13.20,0.05,0.38,"104,881",13.61,10.96,0.60,4.55,...,13.50
First Republic Bank,FRC,48.32,48.42,47.97,48.33,-0.07,-0.14,"403,783",56.18,43.37,0.56,1.16,15.70,-7.68
Five Oaks Investment,OAKS,11.25,11.27,11.23,11.27,...,...,"57,032",13.75,9.25,1.50,13.31,...,8.16
Five Star Quality Care,FVE,4.69,4.69,4.57,4.66,-0.03,-0.64,"89,259",6.09,4.41,...,...,...,-15.12
Flagstar Bancorp,FBC,18.24,18.30,17.98,18.16,-0.18,-0.98,"93,205",22.88,13.71,...,...,10.26,-7.44
FleetCor Technologies,FLT,147.88,148.71,147.00,148.54,-0.06,-0.04,"373,496",148.71,96.40,...,...,39.40,26.77
FleetMatics Group,FLTX,34.46,34.47,33.15,33.42,-1.14,-3.30,"765,011",52.28,25.43,...,...,42.85,-22.73
Flotek Industries,FTK,27.93,27.93,27.30,27.68,-0.32,-1.14,"378,728",32.92,18.51,...,...,34.60,37.92
Flowers Foods,FLO,19.31,19.43,19.24,19.40,0.02,0.10,"532,170",25.67,18.50,0.48,2.47,23.51,-9.64
Flowserve,FLS,75.41,76.53,75.17,76.28,0.85,1.13,"575,700",82.24,55.64,0.64,0.84,21.25,-3.23
Fluor,FLR,73.73,74.49,73.52,74.29,0.62,0.84,"856,346",83.93,63.17,0.84,1.13,21.17,-7.47
Fly Leasing,FLY,14.85,14.85,14.59,14.62,-0.16,-1.08,"121,302",16.59,12.70,1.00,6.84,15.26,-9.02
FMC,FMC,66.34,66.87,66.11,66.42,0.08,0.12,"1,024,832",83.94,64.05,0.60,0.90,34.37,-11.98
FMC Technologies,FTI,60.21,60.86,60.04,60.76,0.31,0.51,"1,248,770",63.92,47.58,...,...,21.94,16.38
F.N.B.,FNB,12.08,12.13,11.99,12.09,-0.01,-0.08,"456,870",13.70,11.38,0.48,3.97,15.11,-4.20
Fomento Economico Mexicano ADS,FMX,95.38,96.76,95.38,96.24,0.35,0.37,"196,720",106.07,82.36,3.08,3.20,29.71,-1.67
Foot Locker,FL,51.71,52.69,51.39,52.43,0.47,0.90,"2,319,287",52.69,31.91,0.88,1.68,17.00,26.52
Ford Motor,F,17.35,17.43,17.25,17.41,0.05,0.29,"14,090,269",18.12,14.40,0.50,2.87,10.43,12.83
Foresight Energy Partners LP,FELP,19.18,19.19,18.89,19.09,-0.04,-0.21,"35,080",20.78,18.08,...,...,...,0.47
Forestar Group,FOR,19.93,19.93,19.50,19.59,-0.39,-1.95,"98,911",24.03,16.29,...,...,16.51,-7.90
Forest City Enterprises Cl A,FCEA,20.07,20.36,20.05,20.34,0.20,0.99,"889,199",20.57,16.87,...,...,43.88,6.49
Forest Oil,FST,1.63,1.65,1.56,1.57,-0.07,-4.27,"1,069,561",6.67,1.55,...,...,78.50,-56.51
Fortegra Financial,FRF,9.88,9.88,9.86,9.86,-0.02,-0.20,"120,126",9.88,6.46,...,...,14.47,19.23
Fortress Investment Group Cl A,FIG,7.45,7.48,7.33,7.39,-0.10,-1.34,"1,622,198",9.16,6.58,0.32,4.33,8.03,-13.67
Fortuna Silver Mines,FSM,4.97,5.09,4.97,5.02,...,...,"139,918",6.19,2.58,...,...,...,74.91
Fortune Brands Home&Security,FBHS,42.98,43.33,42.61,43.24,0.42,0.98,"1,199,372",47.92,36.36,0.48,1.11,27.02,-5.38
Forum Energy Technologies,FET,32.84,33.30,32.44,33.14,0.22,0.67,"279,209",37.03,24.32,...,...,21.11,17.27
Franco-Nevada,FNV,58.20,58.85,57.85,58.08,-0.17,-0.29,"555,251",61.47,36.92,0.80,1.38,276.97,42.56
Franklin Covey,FC,19.10,19.31,19.10,19.29,-0.14,-0.72,"15,415",22.75,14.87,...,...,24.11,-2.97
Franklin Resources,BEN,55.25,55.89,55.12,55.64,0.34,0.61,"1,552,269",58.87,45.06,0.48,0.86,15.59,-3.62
Frank's International,FI,20.76,20.85,20.61,20.73,-0.03,-0.14,"187,472",32.70,19.94,0.60,2.89,17.90,-23.22
Freeport-McMoRan,FCX,36.42,37.09,36.38,36.98,0.69,1.90,"9,659,520",39.32,30.10,1.25,3.38,15.28,-2.01
Freescale Semiconductor,FSL,20.61,20.80,20.48,20.75,0.13,0.63,"1,585,513",26.00,13.75,...,...,...,29.28
Fresenius Medical Care ADS,FMS,34.44,34.72,34.41,34.57,-0.21,-0.60,"49,918",37.01,31.28,0.53,1.52,...,-2.84
Fresh Del Monte Produce,FDP,31.21,31.29,30.98,31.06,-0.27,-0.86,"101,525",31.81,24.00,0.50,1.61,...,9.75
Frontline,FRO,2.63,2.73,2.61,2.65,0.07,2.71,"651,450",5.18,2.03,...,...,...,-29.14
FTI Consulting,FCN,37.30,37.30,36.64,36.89,-0.61,-1.63,"216,320",46.73,28.23,...,...,...,-10.33
Furmanite,FRM,9.16,9.16,8.95,9.05,-0.18,-1.95,"221,290",12.70,8.82,...,...,32.32,-14.78
FutureFuel,FF,14.11,14.18,13.66,13.68,-0.50,-3.53,"316,808",22.25,13.34,0.48,3.51,11.21,-13.42
FXCM,FXCM,13.47,13.47,13.21,13.41,-0.10,-0.74,"165,091",19.97,12.05,0.24,1.79,43.26,-24.83
Gafisa ADS,GFA,2.87,2.92,2.87,2.91,0.04,1.39,"383,628",3.58,2.27,0.07,2.36,1.60,-7.03
GAIN Capital Holdings,GCAP,6.12,6.12,6.05,6.08,-0.05,-0.82,"93,201",14.62,5.89,0.20,3.29,33.78,-19.04
GAMCO Investors Cl A,GBL,78.48,78.50,77.50,78.02,-0.70,-0.89,"5,095",90.20,56.67,0.24,0.31,16.15,-10.29
GameStop Cl A,GME,40.86,41.38,40.06,41.33,0.45,1.10,"2,289,716",57.74,33.10,1.32,3.19,13.00,-16.10
Gannett,GCI,34.32,34.32,33.99,34.19,-0.18,-0.52,"1,595,296",35.70,23.75,0.80,2.34,17.72,15.58
Gap,GPS,42.72,43.20,42.65,43.11,0.42,0.98,"4,058,751",44.59,36.13,0.88,2.04,16.27,10.31
Gartner,IT,73.49,73.91,73.40,73.69,-0.09,-0.12,"244,613",75.61,56.55,...,...,35.43,3.72
GasLog,GLOG,26.56,26.63,25.07,25.48,-0.59,-2.26,"1,651,151",32.44,13.25,0.48,1.88,28.00,49.09
GasLog Partners,GLOP,33.50,34.00,33.17,33.53,0.32,0.96,"90,549",37.39,25.50,...,...,0.05,28.42
GATX,GMT,65.30,66.15,64.90,66.01,0.47,0.72,"162,222",69.87,44.73,1.32,2.00,14.97,26.53
Gazit-Globe,GZT,12.59,12.69,12.56,12.59,-0.13,-1.02,"6,404",14.07,11.98,0.52,4.11,1.87,-6.11
GenCorp,GY,18.42,18.58,18.30,18.45,0.01,0.05,"484,203",19.77,14.81,...,...,8.07,2.39
Generac Holdings,GNRC,46.61,46.73,45.96,46.10,-0.81,-1.73,"717,761",62.50,39.01,...,...,17.07,-18.61
General Cable,BGC,21.32,21.46,21.00,21.11,-0.27,-1.26,"377,215",34.61,20.77,0.72,3.41,...,-28.22
General Dynamics,GD,121.65,123.75,121.49,123.48,1.67,1.37,"1,218,197",123.75,82.23,2.48,2.01,18.65,29.23
General Electric,GE,26.08,26.40,26.01,26.36,0.31,1.19,"28,402,089",28.09,22.92,0.88,3.34,18.33,-5.96
General Growth Properties,GGP,24.41,24.52,24.29,24.45,0.04,0.16,"2,783,664",24.52,18.67,0.64,2.62,59.72,21.82
General Mills,GIS,53.05,53.52,52.91,53.42,0.19,0.36,"1,651,397",55.64,46.70,1.64,3.07,18.42,7.03
General Motors,GM,34.49,34.72,34.30,34.53,-0.04,-0.12,"9,066,741",41.85,31.70,1.20,3.48,13.30,-15.51
General Motors Co. Wt 2016,GMT%A,24.46,24.87,24.41,24.70,-0.06,-0.24,"17,694",32.10,22.33,...,...,...,-20.68
General Motors Co. Wt 2019,GM%B,16.75,16.95,16.68,16.87,-0.01,-0.04,"47,412",24.09,14.80,...,...,...,-27.01
General Motors WT 2015,GM%C,1.72,1.75,1.66,1.75,0.04,2.34,"33,800",6.00,1.17,...,...,...,-68.18
General Steel Holdings,GSI,1.03,1.04,1.03,1.04,0.01,0.97,"42,288",1.58,0.80,...,...,...,12.13
Genesco,GCO,82.19,83.50,82.19,83.34,0.74,0.90,"231,557",83.50,60.03,...,...,21.05,14.07
Genesee&Wyoming Cl A,GWR,97.42,98.50,97.35,98.24,0.53,0.54,"374,826",106.02,86.00,...,...,24.02,2.28
Genesee&Wyoming Un,GWRU,128.28,128.28,127.68,127.68,0.33,0.26,"25,517",136.92,119.74,5.00,3.92,...,0.06
Genesis Energy,GEL,54.33,54.48,53.71,54.28,0.07,0.13,"236,542",57.47,47.60,2.26,4.16,54.28,3.25
Genie Energy,GNE,7.51,7.54,7.50,7.50,-0.03,-0.40,"7,270",17.80,6.75,0.20,2.67,...,-26.54
Genpact,G,17.83,17.88,17.74,17.80,-0.08,-0.45,"260,832",20.36,13.68,...,...,18.54,-3.10
Genuine Parts,GPC,86.23,87.15,86.04,87.12,0.56,0.65,"430,927",90.00,76.26,2.30,2.64,19.76,4.72
Genworth Financial Cl A,GNW,13.79,13.93,13.68,13.78,-0.02,-0.14,"4,242,131",18.74,11.55,...,...,10.13,-11.27
GEO Group,GEO,37.49,37.61,37.30,37.55,0.05,0.13,"457,360",38.10,30.11,...,...,21.58,16.54
GeoPark,GPRK,10.10,10.95,9.95,10.35,0.16,1.57,"29,586",10.95,6.11,...,...,21.56,3.09
Gerdau ADS,GGB,5.66,5.72,5.63,5.66,0.01,0.18,"2,426,200",8.41,5.48,0.11,1.89,12.26,-27.81
Getty Realty,GTY,18.92,19.00,18.77,18.99,-0.04,-0.21,"39,382",20.46,17.73,0.80,4.21,22.35,3.38
GFI Group,GFIG,4.52,4.54,4.51,4.53,-0.01,-0.22,"288,050",4.62,2.98,0.20,4.42,...,15.86
Gigamon,GIMO,10.79,10.79,10.60,10.67,-0.11,-1.02,"153,909",41.81,10.60,...,...,...,-62.00
Gildan Activewear,GIL,58.01,58.15,57.56,57.76,-0.35,-0.60,"160,614",62.52,43.26,0.43,0.75,21.24,8.35
Glatfelter,GLT,24.10,24.10,23.36,23.53,-0.70,-2.89,"144,455",32.00,22.83,0.44,1.87,14.52,-14.87
GlaxoSmithKline ADS,GSK,47.48,47.83,47.30,47.81,0.46,0.97,"5,246,707",56.73,46.01,2.59,5.42,14.84,-10.45
Glimcher Realty Trust,GRT,11.24,11.36,11.16,11.32,0.06,0.53,"779,810",11.39,8.38,0.40,3.53,...,20.94
Global Brass&Copper Holdings,BRSS,15.49,15.49,15.12,15.32,-0.18,-1.16,"58,499",21.20,14.31,0.15,0.98,9.34,-7.43
Global Cash Access Holdings,GCA,7.87,7.88,7.74,7.82,-0.08,-1.01,"215,761",10.42,6.37,...,...,21.72,-21.72
Global Partners,GLP,41.53,42.23,41.37,41.64,0.15,0.36,"22,779",45.00,31.50,2.55,6.12,14.71,17.66
Global Payments,GPN,71.78,72.08,71.10,71.95,0.05,0.07,"368,851",74.46,47.35,0.08,0.11,21.16,10.71
Global Power Equipment Group,GLPW,16.15,16.25,16.01,16.16,0.01,0.06,"32,510",20.98,14.54,0.36,2.23,20.94,-17.42
Global Ship Lease Cl A,GSL,3.76,3.77,3.71,3.75,-0.02,-0.53,"25,175",6.41,3.50,...,...,9.00,-37.60
Globant,GLOB,11.97,12.30,11.54,11.57,-0.24,-2.03,"13,940",13.25,10.65,...,...,...,2.84
Globus Medical,GMED,18.53,18.98,18.34,18.72,0.17,0.92,"377,661",27.14,16.29,...,...,21.03,-7.23
GNC Holdings Cl A,GNC,37.00,38.23,36.62,36.93,0.54,1.48,"4,295,223",60.98,30.84,0.64,1.73,13.24,-36.82
Goldcorp,GG,28.48,28.61,28.15,28.39,-0.02,-0.07,"2,767,144",32.15,20.54,0.60,2.11,...,31.01
Gold Fields ADS,GFI,4.17,4.30,4.15,4.23,0.12,2.92,"4,320,915",6.50,2.92,0.04,0.97,...,32.19
Goldman Sachs Group,GS,173.27,174.18,172.60,174.03,0.07,0.04,"1,752,275",181.13,151.33,2.20,1.26,10.72,-1.82
GOL Linhas Aereas Inteligentes ADS,GOL,6.26,6.27,6.18,6.22,-0.01,-0.16,"941,810",6.94,3.55,...,...,...,36.11
Goodrich Petroleum,GDP,18.19,18.80,17.91,18.77,0.37,2.01,"961,462",30.52,11.80,...,...,...,10.28
Government Properties Income Trust,GOV,23.82,23.99,23.74,23.93,0.08,0.34,"573,002",26.30,22.75,1.72,7.19,29.32,-3.70
